sku_id,sku_name,brand,manufacturer,category_level_1,category_level_2,category_level_3,sku_description,size_variant,unit_measure,mrp,selling_price,price_band,availability_status,rating,review_count,launch_date,discount_percent,ad_visibility_flag,high_intent_flag,avg_weekly_sales_units,avg_weekly_revenue,inventory_turnover_days,supplier_region,last_updated
SKU004563,Tata Hoodies 1L,Tata,Tata Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Tata Hoodies product - high quality and customer favorite.,200ml,g,763.08,693.91,Medium,Out of Stock,4.6,1825,2023-06-18,9.06,False,True,4087,27083.97,3.07,Maharashtra,2025-11-08
SKU004564,Pampers Fragrance 500g,Pampers,Pampers Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Pampers Fragrance product - high quality and customer favorite.,1kg,L,790.7,669.84,Low,Out of Stock,4.3,4817,2024-05-09,15.29,True,True,918,12792.58,11.63,West Bengal,2025-11-08
SKU004565,Britannia Vitamins 1L,Britannia,Britannia Pvt Ltd,Medical & Wellness,Vitamins,Vitamins,Britannia Vitamins product - high quality and customer favorite.,Pack of 6,L,712.24,571.0,Medium,In Stock,3.2,1731,2024-08-05,19.83,True,False,750,30850.97,25.91,Rajasthan,2025-11-08
SKU004566,Hershey's Accessories 1kg,Hershey's,Hershey's Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Hershey's Accessories product - high quality and customer favorite.,1L,g,167.47,141.01,Medium,Seasonal,4.4,4086,2023-04-17,15.8,False,False,4818,38459.3,28.04,Karnataka,2025-11-08
SKU004567,Dettol Accessories 1L,Dettol,Dettol Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Dettol Accessories product - high quality and customer favorite.,250g,Pack,147.06,137.93,Medium,Seasonal,4.6,2704,2024-01-05,6.21,False,False,2082,67670.2,23.85,Delhi,2025-11-08
SKU004568,Godrej Accessories 500g,Godrej,Godrej Pvt Ltd,Pet Care,Accessories,Accessories,Godrej Accessories product - high quality and customer favorite.,1L,g,479.53,428.22,High,In Stock,3.9,202,2024-03-14,10.7,False,True,2363,48874.32,26.97,Karnataka,2025-11-08
SKU004569,Pampers Diapers 500ml,Pampers,Pampers Pvt Ltd,Baby Care,Diapers,Diapers,Pampers Diapers product - high quality and customer favorite.,Pack of 6,ml,687.24,639.23,High,Seasonal,4.6,2311,2023-03-19,6.99,True,False,3978,63526.33,7.66,Maharashtra,2025-11-08
SKU004570,Colgate Fresheners 200ml,Colgate,Colgate Pvt Ltd,Home & Cleaning,Fresheners,Fresheners,Colgate Fresheners product - high quality and customer favorite.,100g,ml,410.15,385.0,Low,Seasonal,3.4,2334,2024-02-29,6.13,False,False,289,85305.06,12.19,Gujarat,2025-11-08
SKU004571,Himalaya Skincare 1kg,Himalaya,Himalaya Pvt Ltd,Beauty & Personal Care,Skincare,Skincare,Himalaya Skincare product - high quality and customer favorite.,500ml,Pack,801.98,670.89,High,Out of Stock,3.5,2549,2024-04-24,16.35,False,False,4898,51245.4,11.99,Gujarat,2025-11-08
SKU004572,Coca-Cola First Aid 100g,Coca-Cola,Coca-Cola Pvt Ltd,Medical & Wellness,First Aid,First Aid,Coca-Cola First Aid product - high quality and customer favorite.,250g,ml,663.47,555.44,Low,In Stock,4.6,1587,2024-05-07,16.28,False,True,297,4767.09,17.88,Karnataka,2025-11-08
SKU004573,Hershey's Makeup 100g,Hershey's,Hershey's Pvt Ltd,Beauty & Personal Care,Makeup,Makeup,Hershey's Makeup product - high quality and customer favorite.,1kg,Pack,164.37,138.23,Low,Out of Stock,3.3,4402,2024-01-01,15.9,False,False,2419,5821.69,27.36,Telangana,2025-11-08
SKU004574,Nestle Food 200ml,Nestle,Nestle Pvt Ltd,Baby Care,Food,Food,Nestle Food product - high quality and customer favorite.,1kg,ml,918.5,918.12,High,Seasonal,4.9,2054,2024-08-18,0.04,True,False,3763,64877.69,22.42,Maharashtra,2025-11-08
SKU004575,Godrej Staples 1kg,Godrej,Godrej Pvt Ltd,Grocery & Essentials,Staples,Staples,Godrej Staples product - high quality and customer favorite.,Pack of 12,Pack,1155.25,997.99,Low,Seasonal,4.2,4761,2024-01-30,13.61,False,True,380,22206.46,27.42,Tamil Nadu,2025-11-08
SKU004576,Patanjali Bath 1kg,Patanjali,Patanjali Pvt Ltd,Beauty & Personal Care,Bath,Bath,Patanjali Bath product - high quality and customer favorite.,Pack of 12,Pack,1221.95,1193.63,Low,In Stock,4.9,708,2023-06-04,2.32,False,False,918,11678.18,14.91,Delhi,2025-11-08
SKU004577,Colgate Makeup 250g,Colgate,Colgate Pvt Ltd,Beauty & Personal Care,Makeup,Makeup,Colgate Makeup product - high quality and customer favorite.,200ml,L,665.09,546.81,Low,Out of Stock,4.2,1384,2024-02-05,17.78,False,True,2107,76909.19,8.49,West Bengal,2025-11-08
SKU004578,Nivea Fragrance 100g,Nivea,Nivea Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Nivea Fragrance product - high quality and customer favorite.,500ml,g,1475.61,1413.65,Medium,Out of Stock,4.5,1043,2024-04-24,4.2,True,True,4701,40162.38,7.89,Maharashtra,2025-11-08
SKU004579,Pepsi Hoodies 500g,Pepsi,Pepsi Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Pepsi Hoodies product - high quality and customer favorite.,1L,Pack,1223.9,1065.75,Medium,Out of Stock,4.7,1252,2023-06-10,12.92,True,False,1105,90861.99,4.25,West Bengal,2025-11-08
SKU004580,Pampers Cleaners 500g,Pampers,Pampers Pvt Ltd,Home & Cleaning,Cleaners,Cleaners,Pampers Cleaners product - high quality and customer favorite.,1kg,Pack,700.39,577.86,Low,Out of Stock,3.0,4863,2023-03-23,17.49,True,True,4620,53994.1,10.74,Rajasthan,2025-11-08
SKU004581,Amul Storage 500g,Amul,Amul Pvt Ltd,Home & Cleaning,Storage,Storage,Amul Storage product - high quality and customer favorite.,1kg,g,1376.72,1257.34,High,Out of Stock,4.5,4573,2023-10-21,8.67,True,True,1814,24481.82,14.55,Delhi,2025-11-08
SKU004582,Britannia Accessories 1kg,Britannia,Britannia Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Britannia Accessories product - high quality and customer favorite.,250g,Pack,525.11,491.82,High,Seasonal,3.2,972,2023-09-22,6.34,False,False,3005,37852.08,11.83,Telangana,2025-11-08
SKU004583,Pampers Dairy 1L,Pampers,Pampers Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Pampers Dairy product - high quality and customer favorite.,250g,g,618.75,576.88,Medium,Seasonal,3.8,2435,2023-05-08,6.77,False,True,2263,30167.63,6.45,Delhi,2025-11-08
SKU004584,Colgate Diapers 100g,Colgate,Colgate Pvt Ltd,Baby Care,Diapers,Diapers,Colgate Diapers product - high quality and customer favorite.,1L,g,384.36,349.47,Low,In Stock,3.4,4375,2023-07-22,9.08,True,True,4187,64656.27,17.7,Rajasthan,2025-11-08
SKU004585,Pedigree Accessories 1L,Pedigree,Pedigree Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Pedigree Accessories product - high quality and customer favorite.,Pack of 12,Pack,1129.95,944.36,Low,Seasonal,4.4,3548,2023-01-09,16.42,True,False,2367,79158.79,27.16,Rajasthan,2025-11-08
SKU004586,Surf Excel Hoodies Pack of 12,Surf Excel,Surf Excel Pvt Ltd,Fashion & Merchandise,Hoodies,Hoodies,Surf Excel Hoodies product - high quality and customer favorite.,Pack of 12,L,1262.27,1060.32,Low,Out of Stock,4.2,4627,2023-07-24,16.0,False,False,1377,8892.48,12.14,Maharashtra,2025-11-08
SKU004587,Himalaya Food 100g,Himalaya,Himalaya Pvt Ltd,Baby Care,Food,Food,Himalaya Food product - high quality and customer favorite.,500ml,g,410.54,394.04,Medium,In Stock,3.7,4078,2023-01-26,4.02,False,True,2156,43701.9,28.04,Gujarat,2025-11-08
SKU004588,Pampers Food 500ml,Pampers,Pampers Pvt Ltd,Baby Care,Food,Food,Pampers Food product - high quality and customer favorite.,200ml,Pack,227.14,183.14,Medium,Seasonal,3.3,3443,2024-01-05,19.37,False,False,4837,23368.67,26.92,Delhi,2025-11-08
SKU004589,Pedigree Home Decor 500ml,Pedigree,Pedigree Pvt Ltd,Seasonal & Festive,Home Decor,Home Decor,Pedigree Home Decor product - high quality and customer favorite.,250g,g,772.37,618.2,High,Seasonal,4.7,573,2024-07-25,19.96,True,True,1475,94555.34,7.81,Maharashtra,2025-11-08
SKU004590,Patanjali Cereals 100g,Patanjali,Patanjali Pvt Ltd,Grocery & Essentials,Cereals,Cereals,Patanjali Cereals product - high quality and customer favorite.,Pack of 6,Pack,786.1,688.69,Medium,In Stock,3.5,1292,2023-05-18,12.39,False,False,3347,66666.1,21.38,Karnataka,2025-11-08
SKU004591,Nestle Sweets 250g,Nestle,Nestle Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Nestle Sweets product - high quality and customer favorite.,500ml,ml,690.33,636.79,Low,Seasonal,4.8,3853,2024-04-10,7.76,False,True,1602,70903.39,27.1,Gujarat,2025-11-08
SKU004592,Surf Excel Snacks 500ml,Surf Excel,Surf Excel Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Surf Excel Snacks product - high quality and customer favorite.,250g,ml,573.96,475.27,High,Out of Stock,3.3,2989,2024-04-23,17.19,False,True,4370,94855.86,10.69,Rajasthan,2025-11-08
SKU004593,Tata Gifting 250g,Tata,Tata Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Tata Gifting product - high quality and customer favorite.,250g,L,841.29,838.19,High,Seasonal,3.6,884,2024-03-10,0.37,False,True,4941,87133.22,8.43,Delhi,2025-11-08
SKU004594,Zepto Staples 100g,Zepto,Zepto Pvt Ltd,Grocery & Essentials,Staples,Staples,Zepto Staples product - high quality and customer favorite.,250g,L,683.41,602.33,High,Seasonal,3.8,302,2024-07-16,11.86,False,False,138,33916.66,15.29,Delhi,2025-11-08
SKU004595,Himalaya Haircare Pack of 12,Himalaya,Himalaya Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Himalaya Haircare product - high quality and customer favorite.,100g,g,1446.29,1275.6,High,Seasonal,4.4,435,2023-11-30,11.8,True,True,1884,6040.6,16.49,Rajasthan,2025-11-08
SKU004596,Dove Skincare 500ml,Dove,Dove Pvt Ltd,Beauty & Personal Care,Skincare,Skincare,Dove Skincare product - high quality and customer favorite.,1L,Pack,398.35,357.22,Medium,Out of Stock,3.7,4312,2023-05-10,10.33,False,False,4953,85214.49,25.13,Gujarat,2025-11-08
SKU004597,Coca-Cola T-shirts 100g,Coca-Cola,Coca-Cola Pvt Ltd,Fashion & Merchandise,T-shirts,T-shirts,Coca-Cola T-shirts product - high quality and customer favorite.,1L,g,1337.41,1133.38,Low,In Stock,3.6,3947,2023-09-11,15.26,True,True,1565,6142.51,26.88,Tamil Nadu,2025-11-08
SKU004598,Pedigree Accessories Pack of 6,Pedigree,Pedigree Pvt Ltd,Pet Care,Accessories,Accessories,Pedigree Accessories product - high quality and customer favorite.,1kg,L,324.9,324.61,High,In Stock,3.9,963,2023-07-14,0.09,True,False,753,36755.72,8.45,Tamil Nadu,2025-11-08
SKU004599,Whiskas Food 1kg,Whiskas,Whiskas Pvt Ltd,Baby Care,Food,Food,Whiskas Food product - high quality and customer favorite.,500ml,ml,1239.72,1049.5,Low,In Stock,4.4,4424,2024-07-04,15.34,True,False,4779,3520.84,12.47,Rajasthan,2025-11-08
SKU004600,Patanjali Bath 500g,Patanjali,Patanjali Pvt Ltd,Beauty & Personal Care,Bath,Bath,Patanjali Bath product - high quality and customer favorite.,100g,ml,579.95,514.53,High,In Stock,3.2,2138,2023-02-03,11.28,False,False,4460,28849.8,28.29,Tamil Nadu,2025-11-08
SKU004601,Pampers Hygiene Pack of 12,Pampers,Pampers Pvt Ltd,Baby Care,Hygiene,Hygiene,Pampers Hygiene product - high quality and customer favorite.,500g,g,967.44,860.43,High,In Stock,4.2,1404,2023-12-18,11.06,True,True,4802,91598.29,18.48,Gujarat,2025-11-08
SKU004602,Pampers Socks 100g,Pampers,Pampers Pvt Ltd,Fashion & Merchandise,Socks,Socks,Pampers Socks product - high quality and customer favorite.,500ml,L,1202.78,984.18,Medium,Out of Stock,4.6,4210,2024-01-26,18.17,False,False,4286,50262.45,14.97,Tamil Nadu,2025-11-08
SKU004603,Amul Accessories 200ml,Amul,Amul Pvt Ltd,Pet Care,Accessories,Accessories,Amul Accessories product - high quality and customer favorite.,500ml,Pack,253.95,239.36,High,Out of Stock,4.1,2466,2023-05-26,5.75,True,False,87,32762.52,21.33,West Bengal,2025-11-08
SKU004604,Godrej Socks 200ml,Godrej,Godrej Pvt Ltd,Fashion & Merchandise,Socks,Socks,Godrej Socks product - high quality and customer favorite.,100g,ml,1163.88,1105.85,Low,Out of Stock,3.1,4784,2024-04-18,4.99,True,True,2952,74782.93,4.84,Delhi,2025-11-08
SKU004605,Nestle Storage Pack of 6,Nestle,Nestle Pvt Ltd,Home & Cleaning,Storage,Storage,Nestle Storage product - high quality and customer favorite.,250g,ml,110.93,94.67,Medium,In Stock,3.9,2629,2023-05-13,14.66,True,False,2509,2870.19,18.79,Gujarat,2025-11-08
SKU004606,Godrej Gifting 1L,Godrej,Godrej Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Godrej Gifting product - high quality and customer favorite.,250g,ml,437.23,417.96,High,Seasonal,4.5,4672,2023-05-26,4.41,False,False,622,52586.93,11.16,Rajasthan,2025-11-08
SKU004607,Maggi Sweets 1L,Maggi,Maggi Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Maggi Sweets product - high quality and customer favorite.,1L,Pack,927.53,773.72,High,Out of Stock,3.4,2681,2024-07-20,16.58,False,True,2440,43367.32,6.96,West Bengal,2025-11-08
SKU004608,Pedigree Accessories 1L,Pedigree,Pedigree Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Pedigree Accessories product - high quality and customer favorite.,500g,L,811.16,806.25,Low,Seasonal,3.1,4266,2023-03-20,0.61,False,True,601,97152.25,21.66,Karnataka,2025-11-08
SKU004609,Britannia Hygiene 200ml,Britannia,Britannia Pvt Ltd,Baby Care,Hygiene,Hygiene,Britannia Hygiene product - high quality and customer favorite.,250g,g,1110.47,891.48,Low,In Stock,3.2,191,2024-03-06,19.72,True,True,1858,16210.1,28.63,Maharashtra,2025-11-08
SKU004610,Amul Sweets 500ml,Amul,Amul Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Amul Sweets product - high quality and customer favorite.,Pack of 6,g,1077.86,900.25,Medium,Out of Stock,3.4,1246,2023-07-03,16.48,False,False,235,35028.82,14.93,West Bengal,2025-11-08
SKU004611,Godrej Bath Pack of 6,Godrej,Godrej Pvt Ltd,Beauty & Personal Care,Bath,Bath,Godrej Bath product - high quality and customer favorite.,100g,Pack,1250.89,1145.75,Low,Out of Stock,4.3,2232,2023-03-30,8.41,True,False,4678,88288.06,15.11,Maharashtra,2025-11-08
SKU004612,Nivea Gifting Pack of 12,Nivea,Nivea Pvt Ltd,Seasonal & Festive,Gifting,Gifting,Nivea Gifting product - high quality and customer favorite.,Pack of 6,L,847.29,741.64,High,Out of Stock,3.9,3457,2023-01-13,12.47,False,False,4076,4506.21,4.92,Delhi,2025-11-08
SKU004613,Himalaya Home Decor 100g,Himalaya,Himalaya Pvt Ltd,Seasonal & Festive,Home Decor,Home Decor,Himalaya Home Decor product - high quality and customer favorite.,500g,ml,496.44,411.48,Medium,In Stock,4.5,2865,2024-03-09,17.11,False,False,2725,72371.48,23.85,Delhi,2025-11-08
SKU004614,Dettol Bath 1kg,Dettol,Dettol Pvt Ltd,Beauty & Personal Care,Bath,Bath,Dettol Bath product - high quality and customer favorite.,1L,L,380.43,374.72,Medium,In Stock,3.9,4489,2023-08-10,1.5,True,True,2494,68016.41,19.23,West Bengal,2025-11-08
SKU004615,Godrej Fragrance Pack of 12,Godrej,Godrej Pvt Ltd,Beauty & Personal Care,Fragrance,Fragrance,Godrej Fragrance product - high quality and customer favorite.,100g,ml,552.47,474.45,Medium,Out of Stock,4.8,1160,2023-06-08,14.12,False,False,4334,13130.24,25.2,Rajasthan,2025-11-08
SKU004616,Colgate Dairy 1kg,Colgate,Colgate Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Colgate Dairy product - high quality and customer favorite.,200ml,ml,1179.81,1039.2,Medium,Seasonal,3.1,3937,2023-01-30,11.92,True,True,39,30039.21,20.59,Tamil Nadu,2025-11-08
SKU004617,Patanjali T-shirts 1kg,Patanjali,Patanjali Pvt Ltd,Fashion & Merchandise,T-shirts,T-shirts,Patanjali T-shirts product - high quality and customer favorite.,Pack of 6,L,1260.01,1076.61,Low,Seasonal,4.4,3475,2023-05-26,14.56,True,False,3973,27775.44,19.96,Telangana,2025-11-08
SKU004618,Zepto Supplements 100g,Zepto,Zepto Pvt Ltd,Medical & Wellness,Supplements,Supplements,Zepto Supplements product - high quality and customer favorite.,100g,L,482.09,399.66,High,Out of Stock,4.9,146,2023-01-23,17.1,True,True,1361,78188.5,3.15,Maharashtra,2025-11-08
SKU004619,Nestle Vitamins Pack of 6,Nestle,Nestle Pvt Ltd,Medical & Wellness,Vitamins,Vitamins,Nestle Vitamins product - high quality and customer favorite.,500g,L,755.63,689.2,Medium,Out of Stock,3.7,1046,2024-08-16,8.79,False,True,1765,60234.22,13.39,Maharashtra,2025-11-08
SKU004620,Patanjali Storage 250g,Patanjali,Patanjali Pvt Ltd,Home & Cleaning,Storage,Storage,Patanjali Storage product - high quality and customer favorite.,500ml,ml,1243.33,1098.89,Medium,Out of Stock,3.9,4763,2023-09-11,11.62,True,True,1661,17682.84,8.73,Rajasthan,2025-11-08
SKU004621,Nivea Cat Food 500ml,Nivea,Nivea Pvt Ltd,Pet Care,Cat Food,Cat Food,Nivea Cat Food product - high quality and customer favorite.,1kg,L,802.67,744.92,Medium,Out of Stock,3.6,4175,2024-06-16,7.19,False,True,2286,13290.96,25.48,Delhi,2025-11-08
SKU004622,Pepsi Cereals 200ml,Pepsi,Pepsi Pvt Ltd,Grocery & Essentials,Cereals,Cereals,Pepsi Cereals product - high quality and customer favorite.,200ml,ml,1328.29,1157.51,High,In Stock,4.9,1134,2023-01-24,12.86,False,False,103,99434.22,8.38,West Bengal,2025-11-08
SKU004623,Nivea Staples 200ml,Nivea,Nivea Pvt Ltd,Grocery & Essentials,Staples,Staples,Nivea Staples product - high quality and customer favorite.,Pack of 6,Pack,1355.84,1345.48,Low,In Stock,3.7,512,2023-11-22,0.76,True,True,1782,96046.73,22.63,Tamil Nadu,2025-11-08
SKU004624,Hershey's Hygiene 200ml,Hershey's,Hershey's Pvt Ltd,Baby Care,Hygiene,Hygiene,Hershey's Hygiene product - high quality and customer favorite.,Pack of 6,ml,1360.75,1331.18,High,In Stock,4.0,2706,2023-06-27,2.17,True,False,405,33341.29,20.11,Delhi,2025-11-08
SKU004625,Colgate Snacks Pack of 6,Colgate,Colgate Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Colgate Snacks product - high quality and customer favorite.,500ml,L,1045.03,1008.62,Medium,In Stock,3.4,4025,2024-02-09,3.48,False,True,3350,66159.92,4.31,Delhi,2025-11-08
SKU004626,Britannia Dog Food Pack of 6,Britannia,Britannia Pvt Ltd,Pet Care,Dog Food,Dog Food,Britannia Dog Food product - high quality and customer favorite.,Pack of 6,ml,336.2,288.24,Medium,Out of Stock,4.2,3663,2024-07-13,14.27,True,True,687,35712.77,9.47,Rajasthan,2025-11-08
SKU004627,Britannia Haircare Pack of 12,Britannia,Britannia Pvt Ltd,Beauty & Personal Care,Haircare,Haircare,Britannia Haircare product - high quality and customer favorite.,100g,Pack,245.94,222.17,Medium,In Stock,4.9,2851,2023-12-10,9.66,False,True,340,48156.63,25.52,Telangana,2025-11-08
SKU004628,Godrej Fresheners 1L,Godrej,Godrej Pvt Ltd,Home & Cleaning,Fresheners,Fresheners,Godrej Fresheners product - high quality and customer favorite.,100g,ml,535.12,432.49,High,Out of Stock,5.0,700,2023-10-13,19.18,True,False,1896,97008.34,23.96,West Bengal,2025-11-08
SKU004629,Nivea Accessories 1kg,Nivea,Nivea Pvt Ltd,Fashion & Merchandise,Accessories,Accessories,Nivea Accessories product - high quality and customer favorite.,250g,g,889.3,741.11,Low,Out of Stock,3.4,1638,2023-07-05,16.66,False,False,1869,61441.62,24.65,Maharashtra,2025-11-08
SKU004630,Maggi Skincare 100g,Maggi,Maggi Pvt Ltd,Beauty & Personal Care,Skincare,Skincare,Maggi Skincare product - high quality and customer favorite.,200ml,g,876.67,757.8,Low,Out of Stock,4.9,3181,2023-08-28,13.56,True,False,594,73557.4,10.16,Karnataka,2025-11-08
SKU004631,Himalaya Accessories 1kg,Himalaya,Himalaya Pvt Ltd,Pet Care,Accessories,Accessories,Himalaya Accessories product - high quality and customer favorite.,500ml,g,1308.24,1188.71,Medium,Seasonal,3.8,1897,2023-04-22,9.14,False,True,4969,36638.23,5.03,Delhi,2025-11-08
SKU004632,Pedigree Socks 500g,Pedigree,Pedigree Pvt Ltd,Fashion & Merchandise,Socks,Socks,Pedigree Socks product - high quality and customer favorite.,100g,L,1340.71,1251.34,Medium,In Stock,4.7,3521,2024-06-06,6.67,True,True,1194,84954.46,14.82,Delhi,2025-11-08
SKU004633,Maggi Hygiene 500g,Maggi,Maggi Pvt Ltd,Baby Care,Hygiene,Hygiene,Maggi Hygiene product - high quality and customer favorite.,Pack of 12,ml,549.81,511.69,Low,Out of Stock,3.4,3466,2024-07-17,6.93,True,False,899,98615.27,11.66,Gujarat,2025-11-08
SKU004634,Whiskas Accessories Pack of 12,Whiskas,Whiskas Pvt Ltd,Pet Care,Accessories,Accessories,Whiskas Accessories product - high quality and customer favorite.,500ml,ml,741.1,597.41,Medium,Out of Stock,3.3,4209,2023-05-03,19.39,False,True,814,27287.37,16.91,Maharashtra,2025-11-08
SKU004635,Zepto Skincare 500ml,Zepto,Zepto Pvt Ltd,Beauty & Personal Care,Skincare,Skincare,Zepto Skincare product - high quality and customer favorite.,1L,L,1055.97,913.94,High,Seasonal,4.2,2567,2023-10-09,13.45,True,False,4160,3947.82,15.13,Delhi,2025-11-08
SKU004636,Britannia Snacks 500g,Britannia,Britannia Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Britannia Snacks product - high quality and customer favorite.,100g,Pack,248.05,231.01,High,In Stock,4.1,1330,2024-07-06,6.87,True,False,723,19312.59,4.32,Karnataka,2025-11-08
SKU004637,Patanjali Snacks Pack of 6,Patanjali,Patanjali Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Patanjali Snacks product - high quality and customer favorite.,1L,Pack,46.37,37.44,Medium,Seasonal,3.9,315,2023-12-11,19.26,False,True,761,5197.43,18.34,Rajasthan,2025-11-08
SKU004638,Colgate Dairy 500ml,Colgate,Colgate Pvt Ltd,Grocery & Essentials,Dairy,Dairy,Colgate Dairy product - high quality and customer favorite.,500ml,ml,980.87,795.72,High,Out of Stock,3.2,898,2023-04-25,18.88,True,True,1140,59705.14,10.99,West Bengal,2025-11-08
SKU004639,Himalaya Supplements 250g,Himalaya,Himalaya Pvt Ltd,Medical & Wellness,Supplements,Supplements,Himalaya Supplements product - high quality and customer favorite.,1kg,g,85.64,68.75,Low,Seasonal,3.5,4951,2024-07-10,19.72,False,False,3819,55845.06,9.58,Telangana,2025-11-08
SKU004640,Britannia Diapers 1kg,Britannia,Britannia Pvt Ltd,Baby Care,Diapers,Diapers,Britannia Diapers product - high quality and customer favorite.,200ml,ml,848.02,822.72,Medium,Seasonal,4.5,2909,2024-04-11,2.98,False,False,4533,53696.44,9.17,Maharashtra,2025-11-08
SKU004641,Hershey's Home Decor 500ml,Hershey's,Hershey's Pvt Ltd,Seasonal & Festive,Home Decor,Home Decor,Hershey's Home Decor product - high quality and customer favorite.,Pack of 6,L,395.51,353.28,High,Seasonal,4.2,1187,2023-05-03,10.68,False,False,3378,70631.75,27.42,Delhi,2025-11-08
SKU004642,Dove Accessories 1kg,Dove,Dove Pvt Ltd,Pet Care,Accessories,Accessories,Dove Accessories product - high quality and customer favorite.,500ml,g,154.04,130.52,Low,In Stock,3.4,4055,2023-06-11,15.27,True,False,639,12012.89,19.84,Karnataka,2025-11-08
SKU004643,Pampers Spices 1L,Pampers,Pampers Pvt Ltd,Grocery & Essentials,Spices,Spices,Pampers Spices product - high quality and customer favorite.,Pack of 6,L,1356.84,1090.22,High,Out of Stock,4.9,3053,2024-06-20,19.65,False,True,586,50949.91,24.09,Tamil Nadu,2025-11-08
SKU004644,Tata Supplements 1L,Tata,Tata Pvt Ltd,Medical & Wellness,Supplements,Supplements,Tata Supplements product - high quality and customer favorite.,500ml,ml,115.26,106.04,Medium,Seasonal,4.5,3307,2024-04-10,8.0,False,False,774,23211.12,9.39,Rajasthan,2025-11-08
SKU004645,Surf Excel Storage 200ml,Surf Excel,Surf Excel Pvt Ltd,Home & Cleaning,Storage,Storage,Surf Excel Storage product - high quality and customer favorite.,500g,L,1218.86,1161.76,High,Out of Stock,3.4,2332,2024-03-17,4.68,False,False,241,4448.43,22.86,Gujarat,2025-11-08
SKU004646,Colgate OTC 100g,Colgate,Colgate Pvt Ltd,Medical & Wellness,OTC,OTC,Colgate OTC product - high quality and customer favorite.,1L,L,526.81,429.18,Low,In Stock,4.6,1085,2023-04-30,18.53,True,False,3383,3384.98,17.84,West Bengal,2025-11-08
SKU004647,Whiskas Sweets 250g,Whiskas,Whiskas Pvt Ltd,Seasonal & Festive,Sweets,Sweets,Whiskas Sweets product - high quality and customer favorite.,500ml,g,1254.38,1249.54,Medium,Out of Stock,4.8,1086,2023-01-20,0.39,False,True,405,50355.04,7.27,Delhi,2025-11-08
SKU004648,Zepto Staples 1kg,Zepto,Zepto Pvt Ltd,Grocery & Essentials,Staples,Staples,Zepto Staples product - high quality and customer favorite.,200ml,L,118.7,98.69,Medium,Out of Stock,4.2,4921,2024-08-02,16.86,False,False,2924,37012.91,29.31,West Bengal,2025-11-08
SKU004649,Colgate Cat Food Pack of 6,Colgate,Colgate Pvt Ltd,Pet Care,Cat Food,Cat Food,Colgate Cat Food product - high quality and customer favorite.,Pack of 6,ml,691.06,686.41,High,Seasonal,3.7,1241,2024-05-19,0.67,True,False,4062,29223.0,15.42,Telangana,2025-11-08
SKU004650,Dove Vitamins 500g,Dove,Dove Pvt Ltd,Medical & Wellness,Vitamins,Vitamins,Dove Vitamins product - high quality and customer favorite.,Pack of 6,L,1134.17,1026.55,High,Seasonal,4.7,3003,2023-12-13,9.49,False,True,4708,13303.65,4.23,Karnataka,2025-11-08
SKU004651,Amul Cat Food Pack of 6,Amul,Amul Pvt Ltd,Pet Care,Cat Food,Cat Food,Amul Cat Food product - high quality and customer favorite.,1kg,L,1261.28,1021.27,High,In Stock,4.9,4627,2024-04-07,19.03,True,False,1356,42957.2,15.52,Telangana,2025-11-08
SKU004652,Maggi Snacks 200ml,Maggi,Maggi Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Maggi Snacks product - high quality and customer favorite.,500ml,Pack,1079.26,953.72,Low,Seasonal,3.6,1484,2024-05-02,11.63,True,True,447,16560.84,19.41,Telangana,2025-11-08
SKU004653,Britannia Cleaners 250g,Britannia,Britannia Pvt Ltd,Home & Cleaning,Cleaners,Cleaners,Britannia Cleaners product - high quality and customer favorite.,500g,Pack,1441.38,1172.75,High,Out of Stock,4.3,1174,2024-04-24,18.64,False,True,4735,50673.09,16.5,West Bengal,2025-11-08
SKU004654,Colgate Snacks 500ml,Colgate,Colgate Pvt Ltd,Grocery & Essentials,Snacks,Snacks,Colgate Snacks product - high quality and customer favorite.,500ml,ml,640.54,619.09,Medium,Seasonal,5.0,4762,2023-11-20,3.35,True,False,257,6286.82,21.99,Karnataka,2025-11-08
